empresa_id,fecha_inicio,giro,tipo_campana,presupuesto,alcance,conversiones,tasa_conversion,ventas_generadas,ingresos_generados,roi,factor_estacional,mes,año
4ea36ae3e15bdab5,2021-05-15,hotel,google_ads,22425.67,288259,12826,4.45,4464,6770021.16,30088.71,1.483,5,2021
6740bc1783a47144,2021-05-16,transporte,facebook_ads,16309.55,167529,6211,3.708,2145,3815541.15,23294.52,1.483,5,2021
8f1d55542cad62ff,2021-05-16,hotel,radio_local,7061.06,273661,2164,0.791,565,754838.03,10590.15,0.989,5,2021
5f5d8e0fd9f57ee1,2021-05-17,atraccion_turistica,email_marketing,3935.03,43908,3256,7.416,1116,1494081.12,37868.77,1.483,5,2021
07acd16b556dd864,2021-05-19,evento,email_marketing,12840.4,92987,8045,8.652,2133,1480973.93,11433.7,1.73,5,2021
70552b86770b498f,2021-05-21,atraccion_turistica,google_ads,566.79,5031,223,4.45,47,12071.67,2029.81,1.483,5,2021
20ba2af0163d36c7,2021-05-23,comercio_souvenirs,email_marketing,6862.42,77399,5739,7.416,1607,1563453.63,22682.83,1.483,5,2021
7692950abff62110,2021-05-23,hotel,google_ads,1930.09,23381,1040,4.45,378,814693.76,42110.15,1.483,5,2021
d3c3d9152aab2b0e,2021-05-23,restaurante,instagram_ads,831.38,7373,200,2.719,32,16964.79,1940.57,1.36,5,2021
e28a05c425522f09,2021-05-24,restaurante,instagram_ads,2393.21,28710,780,2.719,124,47101.61,1868.13,1.36,5,2021
1d61d8c1dd2b555e,2021-05-25,hotel,google_ads,9458.49,109495,4872,4.45,1139,1363022.04,14310.56,1.483,5,2021
a826757ea3785429,2021-05-26,renta_vehiculos,vallas_publicitarias,7423.42,80756,499,0.618,98,90410.42,1117.91,1.236,5,2021
c7a81178a481fdc8,2021-05-26,transporte,email_marketing,9433.52,112619,8351,7.416,1736,4057422.85,42910.7,1.483,5,2021
cb1be639d1ac027b,2021-05-26,renta_vehiculos,facebook_ads,28047.2,358537,13294,3.708,2866,4352366.47,15418.01,1.483,5,2021
1e2cdac1bee783a6,2021-05-27,agencia_viajes,radio_local,337666.64,8375156,88334,1.055,20394,118250109.68,34919.78,1.318,5,2021
ac7c27887417c240,2021-05-27,atraccion_turistica,tv_local,8960.03,317772,1885,0.593,722,719689.44,7932.22,0.989,5,2021
b01eb8b2f0041638,2021-05-27,transporte,radio_local,35442.69,760868,6018,0.791,2125,3968002.92,11095.55,0.989,5,2021
039159df8a511e8a,2021-05-28,evento,instagram_ads,60724.06,626714,21689,3.461,4203,2378896.79,3817.55,1.73,5,2021
2b677cf67baef725,2021-05-28,hotel,radio_local,45163.46,1000412,7913,0.791,1570,4311571.77,9446.59,0.989,5,2021
d6b81da7ff177362,2021-05-28,evento,periodico_local,13352.58,93769,1352,1.442,251,185311.96,1287.84,1.442,5,2021
f8ab41bedd251fe6,2021-05-28,restaurante,periodico_local,831.62,7953,90,1.133,29,13559.29,1530.46,1.133,5,2021
121745fe6fa003ce,2021-05-29,spa_wellness,periodico_local,1591.23,14010,173,1.236,65,28268.01,1676.49,1.236,5,2021
3ec5c959aaf19cbe,2021-05-29,restaurante,google_ads,2369.99,33577,1369,4.079,364,99257.87,4088.11,1.36,5,2021
6f9659426bbb5d02,2021-05-30,tour_operador,facebook_ads,9162.38,128127,4750,3.708,1593,3379341.06,36782.78,1.483,5,2021
b696fa66076665dc,2021-05-30,evento,facebook_ads,15429.26,225915,9773,4.326,3018,1559351.93,10006.46,1.73,5,2021
d2ae43a9b560b15b,2021-05-30,restaurante,instagram_ads,3803.1,43817,1191,2.719,203,60537.3,1491.79,1.36,5,2021
e538318dcfcaacaf,2021-05-30,restaurante,radio_local,4675.68,169991,1232,0.725,325,224007.28,4690.91,0.906,5,2021
0baff7e7db294ba8,2021-05-31,agencia_viajes,google_ads,194704.8,2462349,146086,5.933,56314,411823277.08,211411.63,1.978,5,2021
8353a07782010c00,2021-05-31,agencia_viajes,google_ads,272663.44,3140335,186309,5.933,28616,415478826.11,152277.9,1.978,5,2021
8791fb4d19b9c94c,2021-06-02,restaurante,email_marketing,987.54,11339,840,7.416,171,118143.79,11863.43,1.483,6,2021
b42250a619d8fd7d,2021-06-02,transporte,google_ads,24705.04,362698,18828,5.191,3368,5895065.48,23761.79,1.73,6,2021
4e750b3ebcaae20d,2021-06-03,agencia_viajes,influencer_marketing,84108.3,646124,70810,10.959,17875,255864526.1,304108.42,2.74,6,2021
4367ee8635407216,2021-06-04,restaurante,instagram_ads,1015.05,11291,334,2.966,84,18667.76,1739.1,1.483,6,2021
4d3c3e21704186d6,2021-06-04,evento,email_marketing,26712.9,242207,25446,10.506,7094,3353197.8,12452.73,2.101,6,2021
5199aad1701800ac,2021-06-04,transporte,vallas_publicitarias,1032.39,12359,89,0.721,14,6723.13,551.22,1.442,6,2021
5addb134699ede63,2021-06-04,restaurante,instagram_ads,4584.42,51103,1515,2.966,298,206053.37,4394.64,1.483,6,2021
9ee5ffc41e78b63e,2021-06-04,transporte,google_ads,40556.19,452737,23502,5.191,3876,7496231.82,18383.57,1.73,6,2021
1b47988b793c02ef,2021-06-05,restaurante,google_ads,552.72,5290,235,4.45,39,14325.05,2491.75,1.483,6,2021
2cdff053e8572928,2021-06-06,atraccion_turistica,google_ads,11642.67,107987,5605,5.191,1211,1068520.81,9077.62,1.73,6,2021
94ee069ec8f644b1,2021-06-06,hotel,radio_local,21354.7,617735,6515,1.055,2384,3869733.27,18021.22,1.318,6,2021
e69fbfe59696e502,2021-06-06,restaurante,instagram_ads,5858.61,66291,1966,2.966,419,199879.28,3311.72,1.483,6,2021
0d3a6428017ab487,2021-06-07,agencia_viajes,periodico_local,21512.94,151540,2965,1.957,559,5520301.38,25560.38,1.957,6,2021
1447c4b75767a5aa,2021-06-07,restaurante,facebook_ads,708.46,8246,305,3.708,83,32719.41,4518.39,1.483,6,2021
4672518ff5f66c70,2021-06-07,evento,google_ads,43726.62,617384,38917,6.304,6949,10288137.07,23428.31,2.101,6,2021
66008899bbff20e1,2021-06-08,renta_vehiculos,periodico_local,3027.54,22709,327,1.442,121,53221.44,1657.91,1.442,6,2021
71a3dee19038e44d,2021-06-08,restaurante,email_marketing,1310.67,11938,885,7.416,261,85307.55,6408.72,1.483,6,2021
a1abf1423145933c,2021-06-08,spa_wellness,influencer_marketing,2557.98,22576,1823,8.075,470,178858.19,6892.17,2.019,6,2021
a271a74c4699a947,2021-06-08,agencia_viajes,instagram_ads,145032.3,1435176,67407,4.697,12816,123117705.28,84789.85,2.348,6,2021
f48605ea51e41b4c,2021-06-08,evento,instagram_ads,41065.3,533488,22419,4.202,4895,4054082.46,9772.28,2.101,6,2021
4bd29c8c3d477c36,2021-06-09,restaurante,email_marketing,1446.13,17211,1276,7.416,440,272766.86,18761.88,1.483,6,2021
c254ee4daa69de3b,2021-06-09,restaurante,google_ads,2641.21,28835,1283,4.45,469,263525.86,9877.46,1.483,6,2021
05ac81611f03d486,2021-06-10,agencia_viajes,facebook_ads,179210.78,1470313,86322,5.871,24445,199729072.87,111349.25,2.348,6,2021
19ada0d81451abfc,2021-06-10,comercio_souvenirs,google_ads,6476.25,83525,4335,5.191,1587,2215304.09,34106.57,1.73,6,2021
550b94c6f57ebc3b,2021-06-10,restaurante,instagram_ads,892.13,10152,301,2.966,109,28004.19,3039.01,1.483,6,2021
9bc25ce304faeb12,2021-06-11,restaurante,email_marketing,3921.01,31543,2339,7.416,588,298135.66,7503.54,1.483,6,2021
be1df60bfb9dc772,2021-06-11,restaurante,instagram_ads,5740.65,74869,2220,2.966,597,288867.85,4931.97,1.483,6,2021
4ea36ae3e15bdab5,2021-06-13,hotel,facebook_ads,21688.28,269754,13336,4.944,2382,4451862.8,20426.58,1.978,6,2021
789ef720e30f781a,2021-06-13,hotel,facebook_ads,3558.97,29839,1475,4.944,469,596322.48,16655.5,1.978,6,2021
94ed986f35e33a9e,2021-06-13,restaurante,email_marketing,1331.18,11552,856,7.416,277,192010.48,14324.05,1.483,6,2021
fc83dcabea5116d9,2021-06-13,atraccion_turistica,instagram_ads,1181.39,17205,595,3.461,224,47231.16,3897.93,1.73,6,2021
47f1f97574fa448e,2021-06-14,hotel,facebook_ads,5482.33,56073,2772,4.944,670,901141.35,16337.18,1.978,6,2021
6654d146e2a0180a,2021-06-14,evento,facebook_ads,90114.84,1054095,55371,5.253,18979,28066348.11,31045.09,2.101,6,2021
67f7139f663d063b,2021-06-14,restaurante,vallas_publicitarias,3107.25,25999,160,0.618,50,20041.93,545.01,1.236,6,2021
a18b15952ab3cd4c,2021-06-14,hotel,instagram_ads,2184.88,19906,787,3.955,307,746689.85,34075.32,1.978,6,2021
d38f649eda8138c5,2021-06-14,agencia_viajes,facebook_ads,168166.09,1771082,103980,5.871,30674,167208001.4,99330.27,2.348,6,2021
c3debf67f52332e2,2021-06-15,restaurante,facebook_ads,6546.34,92936,3446,3.708,591,442188.72,6654.75,1.483,6,2021
07acd16b556dd864,2021-06-16,evento,instagram_ads,20228.67,237957,9999,4.202,2791,2525148.81,12383.02,2.101,6,2021
1c7ae6218ebcc41e,2021-06-16,transporte,periodico_local,12671.14,103985,1499,1.442,389,502174.21,3863.13,1.442,6,2021
8f1d55542cad62ff,2021-06-16,hotel,vallas_publicitarias,9527.79,110419,909,0.824,320,389418.0,3987.18,1.648,6,2021
5f5d8e0fd9f57ee1,2021-06-17,atraccion_turistica,facebook_ads,5316.04,66541,2878,4.326,1126,1459250.78,27349.97,1.73,6,2021
cfec5cd55ad7f2c9,2021-06-18,restaurante,radio_local,908.57,27196,215,0.791,71,36622.21,3930.76,0.989,6,2021
03c05d2da66862a7,2021-06-19,atraccion_turistica,google_ads,4587.45,55376,2874,5.191,1001,934673.01,20274.57,1.73,6,2021
e28a05c425522f09,2021-06-19,restaurante,facebook_ads,2681.26,38675,1434,3.708,454,154954.25,5679.16,1.483,6,2021
46fb7351661a2bac,2021-06-20,agencia_viajes,radio_local,83666.78,2152975,26965,1.252,8993,139251213.52,166335.48,1.566,6,2021
7692950abff62110,2021-06-20,hotel,vallas_publicitarias,2208.59,11552,95,0.824,27,60078.9,2620.24,1.648,6,2021
cfe603ecf84ca199,2021-06-21,evento,google_ads,112455.79,1543755,97312,6.304,24232,16075840.9,14195.25,2.101,6,2021
732a6cf4cfec99c3,2021-06-22,atraccion_turistica,email_marketing,13272.45,92883,8036,8.652,1803,3018610.02,22643.44,1.73,6,2021
f8ab41bedd251fe6,2021-06-22,restaurante,email_marketing,1635.63,16935,1255,7.416,315,145670.7,8806.08,1.483,6,2021
2de355e7c96a4d7c,2021-06-23,agencia_viajes,radio_local,211886.48,5457964,68359,1.252,18676,73085588.04,34392.8,1.566,6,2021
b01eb8b2f0041638,2021-06-23,transporte,instagram_ads,12143.5,120792,4180,3.461,1671,2539541.06,20812.76,1.73,6,2021
2b677cf67baef725,2021-06-24,hotel,email_marketing,6273.87,31460,3110,9.888,1190,2795933.54,44464.7,1.978,6,2021
4350787a0c6c9c82,2021-06-24,restaurante,facebook_ads,6584.68,80034,2967,3.708,598,423720.14,6334.94,1.483,6,2021
4de67df28cc74ff1,2021-06-24,agencia_viajes,periodico_local,21120.75,250825,4908,1.957,1206,2718934.43,12773.28,1.957,6,2021
d3c3d9152aab2b0e,2021-06-24,restaurante,facebook_ads,454.35,4908,181,3.708,33,16084.89,3440.16,1.483,6,2021
e46939e517e37016,2021-06-24,hotel,facebook_ads,19010.07,173007,8553,4.944,3203,5301452.6,27787.6,1.978,6,2021
121745fe6fa003ce,2021-06-25,spa_wellness,facebook_ads,3933.88,50573,2187,4.326,419,199884.19,4981.1,1.73,6,2021
1d61d8c1dd2b555e,2021-06-25,hotel,google_ads,19226.37,180559,10712,5.933,3633,4160791.87,21541.07,1.978,6,2021
3ec5c959aaf19cbe,2021-06-25,restaurante,facebook_ads,1817.34,25826,957,3.708,157,50787.47,2694.61,1.483,6,2021
6fa6bc658f2c197b,2021-06-25,spa_wellness,facebook_ads,5538.33,79423,3435,4.326,1112,714857.53,12807.46,1.73,6,2021
a826757ea3785429,2021-06-25,renta_vehiculos,google_ads,12955.99,112048,5816,5.191,1960,1972007.22,15120.81,1.73,6,2021
bd30bb1a05231e8d,2021-06-25,hotel,google_ads,41361.53,431372,25592,5.933,5094,18532420.14,44705.93,1.978,6,2021
c7a81178a481fdc8,2021-06-25,transporte,instagram_ads,17722.1,163675,5664,3.461,1161,2016133.61,11276.38,1.73,6,2021
0af23ea804f85cda,2021-06-27,hotel,instagram_ads,5168.38,49961,1976,3.955,329,276914.61,5257.86,1.978,6,2021
1e2cdac1bee783a6,2021-06-27,agencia_viajes,google_ads,188696.38,1663702,117211,7.045,36804,228774623.63,121139.54,2.348,6,2021
d6b81da7ff177362,2021-06-27,evento,vallas_publicitarias,6211.46,56941,498,0.875,160,113878.6,1733.36,1.751,6,2021
36e54115a5429566,2021-06-28,agencia_viajes,facebook_ads,220064.7,2166506,127195,5.871,27955,204654486.32,92897.42,2.348,6,2021
4e750b3ebcaae20d,2021-06-28,agencia_viajes,instagram_ads,129368.31,1555205,73044,4.697,16198,250646705.69,193646.6,2.348,6,2021
6f9659426bbb5d02,2021-06-28,tour_operador,radio_local,17347.42,475085,4384,0.923,1108,2418880.43,13843.75,1.154,6,2021
8791fb4d19b9c94c,2021-06-28,restaurante,facebook_ads,1691.96,21934,813,3.708,139,116725.28,6798.83,1.483,6,2021
b42250a619d8fd7d,2021-06-28,transporte,vallas_publicitarias,10732.02,101929,734,0.721,160,238310.98,2120.56,1.442,6,2021
b696fa66076665dc,2021-06-28,evento,facebook_ads,21712.67,182093,9565,5.253,3717,1896173.29,8633.03,2.101,6,2021
4367ee8635407216,2021-06-29,restaurante,email_marketing,652.47,7140,529,7.416,195,37053.39,5578.93,1.483,6,2021
d2ae43a9b560b15b,2021-06-29,restaurante,facebook_ads,2390.33,22145,821,3.708,222,68330.31,2758.62,1.483,6,2021
e538318dcfcaacaf,2021-06-30,restaurante,periodico_local,923.66,7338,90,1.236,32,15907.32,1622.21,1.236,6,2021
2b6f9ff82b9e5823,2021-07-01,transporte,instagram_ads,24470.13,239626,8885,3.708,1600,2405888.8,9731.94,1.854,7,2021
7a20e52829bd846d,2021-07-01,evento,vallas_publicitarias,33028.34,182809,1788,0.979,393,163989.47,396.51,1.957,7,2021
8353a07782010c00,2021-07-01,agencia_viajes,facebook_ads,145055.23,1543297,95375,6.18,23684,312166804.3,215105.49,2.472,7,2021
9523205835b8bc29,2021-07-01,atraccion_turistica,facebook_ads,14544.6,193415,8964,4.635,3543,5001589.73,34287.95,1.854,7,2021
e19869350ac745f8,2021-07-01,comercio_souvenirs,google_ads,5620.07,81668,4542,5.562,937,240302.8,4175.8,1.854,7,2021
1b47988b793c02ef,2021-07-02,restaurante,radio_local,1223.83,30868,264,0.857,85,28349.16,2216.43,1.071,7,2021
2cdff053e8572928,2021-07-02,atraccion_turistica,google_ads,6780.74,87712,4878,5.562,1628,1493565.77,21926.59,1.854,7,2021
4f242d604728724e,2021-07-02,transporte,influencer_marketing,9447.01,72133,6240,8.652,2345,2466631.27,26010.17,2.163,7,2021
11b50a632841a0d3,2021-07-04,restaurante,instagram_ads,2032.07,30078,966,3.214,349,117808.7,5697.47,1.607,7,2021
5addb134699ede63,2021-07-04,restaurante,influencer_marketing,1032.73,9724,729,7.498,173,109355.75,10488.97,1.875,7,2021
94ee069ec8f644b1,2021-07-04,hotel,google_ads,11108.15,161692,10791,6.674,1724,2321429.85,20798.43,2.225,7,2021
71a3dee19038e44d,2021-07-05,restaurante,email_marketing,790.67,5220,419,8.034,125,40002.33,4959.29,1.607,7,2021
9ee5ffc41e78b63e,2021-07-05,transporte,facebook_ads,21178.51,230497,10683,4.635,2223,4585314.1,21550.79,1.854,7,2021
a271a74c4699a947,2021-07-05,agencia_viajes,google_ads,240595.47,2839023,210541,7.416,34920,390884025.25,162365.25,2.472,7,2021
c254ee4daa69de3b,2021-07-06,restaurante,google_ads,4727.14,59201,2853,4.82,1086,579578.32,12160.65,1.607,7,2021
19ada0d81451abfc,2021-07-07,comercio_souvenirs,radio_local,13682.86,299197,2958,0.989,703,746538.58,5356.01,1.236,7,2021
4672518ff5f66c70,2021-07-07,evento,tv_local,74632.44,1975855,18560,0.939,7376,8957623.68,11902.32,1.566,7,2021
4d3c3e21704186d6,2021-07-07,evento,instagram_ads,30557.01,417887,19627,4.697,3282,1287163.68,4112.34,2.348,7,2021
9bc25ce304faeb12,2021-07-07,restaurante,facebook_ads,5597.58,56406,2265,4.017,658,316653.62,5556.97,1.607,7,2021
b3515fb5e23d932f,2021-07-07,restaurante,radio_local,11660.57,338060,2897,0.857,984,588374.8,4945.85,1.071,7,2021
0d3a6428017ab487,2021-07-08,agencia_viajes,facebook_ads,50283.17,640085,39557,6.18,15539,144059162.41,286395.79,2.472,7,2021
a1abf1423145933c,2021-07-08,spa_wellness,google_ads,2060.75,28655,1593,5.562,629,327110.99,15773.36,1.854,7,2021
f10ba6f1ebd530a4,2021-07-08,evento,instagram_ads,142384.81,1173703,55126,4.697,12677,17587656.81,12252.2,2.348,7,2021
251b0924c9020066,2021-07-10,renta_vehiculos,instagram_ads,5998.88,68878,2553,3.708,661,1127992.06,18703.39,1.854,7,2021
4bd29c8c3d477c36,2021-07-10,restaurante,google_ads,4423.33,47269,2278,4.82,895,501193.42,11230.67,1.607,7,2021
d38f649eda8138c5,2021-07-10,agencia_viajes,google_ads,97248.55,929119,68903,7.416,19789,120909134.68,124230.02,2.472,7,2021
4ea36ae3e15bdab5,2021-07-11,hotel,instagram_ads,16715.68,188647,8394,4.45,3108,5887229.65,35119.81,2.225,7,2021
789ef720e30f781a,2021-07-11,hotel,instagram_ads,1538.56,14466,643,4.45,255,314186.08,20320.8,2.225,7,2021
05ac81611f03d486,2021-07-12,agencia_viajes,periodico_local,61328.64,363607,7490,2.06,1418,10893706.24,17662.84,2.06,7,2021
6740bc1783a47144,2021-07-12,transporte,influencer_marketing,5556.35,59118,5114,8.652,1622,2857455.84,51326.82,2.163,7,2021
f48605ea51e41b4c,2021-07-12,evento,email_marketing,32424.36,237047,27834,11.742,6417,6407344.02,19660.9,2.348,7,2021
cfec5cd55ad7f2c9,2021-07-13,restaurante,facebook_ads,728.95,8092,325,4.017,114,48603.41,6567.59,1.607,7,2021
550b94c6f57ebc3b,2021-07-14,restaurante,radio_local,2675.81,104708,897,0.857,357,107310.01,3910.38,1.071,7,2021
7692950abff62110,2021-07-15,hotel,google_ads,1127.1,9255,617,6.674,243,409894.34,36267.25,2.225,7,2021
c3debf67f52332e2,2021-07-15,restaurante,email_marketing,1550.92,18360,1475,8.034,290,209021.98,13377.32,1.607,7,2021
47f1f97574fa448e,2021-07-16,hotel,google_ads,18322.14,225378,15042,6.674,5690,7190302.35,39143.78,2.225,7,2021
49d96d1e4e05449e,2021-07-16,tour_operador,email_marketing,4961.6,39654,3675,9.27,996,1641322.19,32980.47,1.854,7,2021
6654d146e2a0180a,2021-07-16,evento,facebook_ads,113860.35,1408238,82677,5.871,28928,44227455.41,38743.6,2.348,7,2021
94ed986f35e33a9e,2021-07-16,restaurante,influencer_marketing,2013.32,18257,1368,7.498,291,191704.58,9421.82,1.875,7,2021
1c7ae6218ebcc41e,2021-07-17,transporte,google_ads,17035.43,165242,9190,5.562,3535,4218896.45,24665.43,1.854,7,2021
67f7139f663d063b,2021-07-17,restaurante,instagram_ads,4822.61,64408,2069,3.214,392,167310.76,3369.3,1.607,7,2021
70552b86770b498f,2021-07-18,atraccion_turistica,google_ads,733.64,10948,608,5.562,93,25818.11,3419.18,1.854,7,2021
a18b15952ab3cd4c,2021-07-18,hotel,email_marketing,3773.59,38439,4275,11.124,1621,5005719.35,132551.51,2.225,7,2021
4cd7746bbd41ddab,2021-07-19,restaurante,google_ads,1656.87,14963,721,4.82,136,35264.94,2028.41,1.607,7,2021
121745fe6fa003ce,2021-07-20,spa_wellness,periodico_local,2489.11,15088,233,1.545,53,19749.01,693.42,1.545,7,2021
4350787a0c6c9c82,2021-07-20,restaurante,google_ads,5416.04,58764,2832,4.82,938,619951.1,11346.59,1.607,7,2021
5f5d8e0fd9f57ee1,2021-07-20,atraccion_turistica,facebook_ads,2290.75,24084,1116,4.635,404,440582.43,19133.11,1.854,7,2021
732a6cf4cfec99c3,2021-07-20,atraccion_turistica,google_ads,19389.25,263821,14673,5.562,4441,6564523.64,33756.51,1.854,7,2021
46fb7351661a2bac,2021-07-21,agencia_viajes,radio_local,35214.43,1373432,18107,1.318,5897,81825799.12,232264.43,1.648,7,2021
2b677cf67baef725,2021-07-22,hotel,facebook_ads,16579.39,214575,11934,5.562,3478,9356535.57,56334.73,2.225,7,2021
f8ab41bedd251fe6,2021-07-22,restaurante,facebook_ads,869.54,12388,497,4.017,105,36466.29,4093.73,1.607,7,2021
20ba2af0163d36c7,2021-07-23,comercio_souvenirs,facebook_ads,26595.98,244203,11318,4.635,3132,3234505.46,12061.63,1.854,7,2021
8791fb4d19b9c94c,2021-07-23,restaurante,facebook_ads,2928.76,39055,1568,4.017,578,504944.03,17140.86,1.607,7,2021
a826757ea3785429,2021-07-23,renta_vehiculos,radio_local,9254.67,294197,2909,0.989,882,803106.55,8577.86,1.236,7,2021
01baf11fc1b03c51,2021-07-24,restaurante,google_ads,4269.46,48313,2328,4.82,349,226555.53,5206.43,1.607,7,2021
1d61d8c1dd2b555e,2021-07-24,hotel,tv_local,10734.86,340420,3029,0.89,1052,1443017.94,13342.36,1.483,7,2021
4e750b3ebcaae20d,2021-07-24,agencia_viajes,influencer_marketing,99882.73,774617,89359,11.536,32339,548763931.16,549308.24,2.884,7,2021
b42250a619d8fd7d,2021-07-24,transporte,influencer_marketing,7481.86,73583,6366,8.652,1804,2549794.38,33979.67,2.163,7,2021
cfe603ecf84ca199,2021-07-24,evento,facebook_ads,112250.85,1068818,62750,5.871,9644,5606808.78,4894.89,2.348,7,2021
d3c3d9152aab2b0e,2021-07-24,restaurante,google_ads,1257.16,18285,881,4.82,256,138668.78,10930.28,1.607,7,2021
d6b81da7ff177362,2021-07-24,evento,facebook_ads,8178.64,95650,5615,5.871,1676,1280538.68,15557.1,2.348,7,2021
e46939e517e37016,2021-07-25,hotel,google_ads,25410.92,284508,18989,6.674,6276,8767098.65,34401.3,2.225,7,2021
4de67df28cc74ff1,2021-07-26,agencia_viajes,email_marketing,40777.19,322522,39863,12.36,8553,25384265.06,62151.14,2.472,7,2021
1447c4b75767a5aa,2021-07-27,restaurante,facebook_ads,1017.77,10420,418,4.017,89,37081.85,3543.45,1.607,7,2021
2cdff053e8572928,2021-07-27,atraccion_turistica,radio_local,20239.36,681013,6733,0.989,2124,1461565.3,7121.4,1.236,7,2021
6f9659426bbb5d02,2021-07-27,tour_operador,vallas_publicitarias,4880.07,52296,403,0.772,88,151378.2,3001.97,1.545,7,2021
0af23ea804f85cda,2021-07-28,hotel,google_ads,11262.44,165397,11039,6.674,1681,1502116.01,13237.39,2.225,7,2021
3a427783a3c14615,2021-07-28,renta_vehiculos,vallas_publicitarias,4787.9,35132,271,0.772,97,113811.64,2277.07,1.545,7,2021
3ec5c959aaf19cbe,2021-07-28,restaurante,google_ads,2654.01,35124,1693,4.82,643,167834.63,6223.8,1.607,7,2021
9523205835b8bc29,2021-07-28,atraccion_turistica,facebook_ads,10689.3,107776,4995,4.635,1425,2141155.7,19930.83,1.854,7,2021
4f242d604728724e,2021-07-29,transporte,radio_local,11160.91,327624,3239,0.989,774,909407.1,8048.15,1.236,7,2021
ac7c27887417c240,2021-07-30,atraccion_turistica,influencer_marketing,2928.87,30225,2615,8.652,620,560201.85,19026.89,2.163,7,2021
e69fbfe59696e502,2021-07-30,restaurante,influencer_marketing,2813.82,29314,2198,7.498,484,224681.51,7884.92,1.875,7,2021
039159df8a511e8a,2021-07-31,evento,periodico_local,43188.38,229685,4494,1.957,1616,987628.19,2186.79,1.957,7,2021
1e2cdac1bee783a6,2021-07-31,agencia_viajes,google_ads,67454.79,955753,70878,7.416,12011,86321628.32,127869.61,2.472,7,2021
71a3dee19038e44d,2021-07-31,restaurante,instagram_ads,993.89,14878,478,3.214,188,54437.78,5377.22,1.607,7,2021
4367ee8635407216,2021-08-01,restaurante,google_ads,1120.58,14298,636,4.45,109,23482.57,1995.58,1.483,8,2021
4d3c3e21704186d6,2021-08-01,evento,instagram_ads,45961.22,599916,26693,4.45,10363,5342926.63,11524.86,2.225,8,2021
8353a07782010c00,2021-08-01,agencia_viajes,email_marketing,73789.4,599937,66736,11.124,23855,328033944.13,444454.27,2.225,8,2021
b696fa66076665dc,2021-08-01,evento,google_ads,33015.56,460991,30768,6.674,8647,4619131.61,13890.77,2.225,8,2021
e19869350ac745f8,2021-08-01,comercio_souvenirs,facebook_ads,2257.83,32311,1397,4.326,268,75790.01,3256.76,1.73,8,2021
0baff7e7db294ba8,2021-08-02,agencia_viajes,instagram_ads,168210.8,2056105,91488,4.45,35692,255104426.66,151557.58,2.225,8,2021
7a20e52829bd846d,2021-08-02,evento,email_marketing,28704.55,323380,35972,11.124,11121,4139490.69,14321.03,2.225,8,2021
b3515fb5e23d932f,2021-08-02,restaurante,facebook_ads,4040.61,42609,1579,3.708,384,332343.15,8125.07,1.483,8,2021
94ee069ec8f644b1,2021-08-03,hotel,google_ads,5610.5,67846,4276,6.304,1377,2094696.29,37235.31,2.101,8,2021
9bc25ce304faeb12,2021-08-03,restaurante,influencer_marketing,2816.23,17765,1229,6.922,350,170914.81,5968.91,1.73,8,2021
b60652bdfc685379,2021-08-03,agencia_viajes,facebook_ads,309224.16,3531321,196412,5.562,56488,516850697.61,167044.35,2.225,8,2021
66008899bbff20e1,2021-08-04,renta_vehiculos,facebook_ads,3318.45,39345,1702,4.326,300,152188.46,4486.12,1.73,8,2021
4ea36ae3e15bdab5,2021-08-05,hotel,radio_local,27591.67,727177,8149,1.121,1507,2101683.63,7517.1,1.401,8,2021
c254ee4daa69de3b,2021-08-05,restaurante,instagram_ads,3879.83,41586,1233,2.966,445,219467.38,5556.63,1.483,8,2021
f10ba6f1ebd530a4,2021-08-05,evento,influencer_marketing,27400.64,293417,30463,10.382,8337,9504565.53,34587.39,2.596,8,2021
251b0924c9020066,2021-08-06,renta_vehiculos,instagram_ads,6945.79,67772,2345,3.461,447,764610.32,10908.25,1.73,8,2021
6740bc1783a47144,2021-08-06,transporte,email_marketing,14551.47,118265,10232,8.652,2744,4676853.39,32040.08,1.73,8,2021
794481f917d69b48,2021-08-06,restaurante,facebook_ads,4790.9,44937,1666,3.708,458,225986.64,4617.0,1.483,8,2021
9ee5ffc41e78b63e,2021-08-07,transporte,google_ads,25004.94,243074,12618,5.191,4234,8468841.96,33768.67,1.73,8,2021
a1abf1423145933c,2021-08-07,spa_wellness,email_marketing,2682.4,21048,1821,8.652,707,332054.04,12279.0,1.73,8,2021
e7bdd5aeb4852632,2021-08-08,agencia_viajes,tv_local,395427.22,15659779,139359,0.89,37553,306883793.97,77508.16,1.483,8,2021
d0270f3601b6d4a2,2021-08-09,restaurante,email_marketing,1580.58,8876,658,7.416,245,92514.26,5753.2,1.483,8,2021
1c7ae6218ebcc41e,2021-08-11,transporte,instagram_ads,8511.99,97561,3376,3.461,853,1463234.23,17090.26,1.73,8,2021
d38f649eda8138c5,2021-08-11,agencia_viajes,radio_local,106343.75,4132888,49039,1.187,9996,52799735.01,49550.06,1.483,8,2021
550b94c6f57ebc3b,2021-08-13,restaurante,vallas_publicitarias,1649.45,18767,115,0.618,33,8437.61,411.54,1.236,8,2021
6654d146e2a0180a,2021-08-13,evento,facebook_ads,86022.73,1243110,69141,5.562,16593,25065191.08,29037.87,2.225,8,2021
