empresa_id,fecha,asistentes,capacidad_maxima,precio_entrada,ingresos_totales,ocupacion_porcentaje,factor_estacional,dia_semana,mes,año
37d0d111f3b188d5,2021-04-15,766,1029,378.49,289920.42,74.4,1.122,Thursday,4,2021
b696fa66076665dc,2021-04-16,371,584,529.98,196623.88,63.5,1.122,Friday,4,2021
4672518ff5f66c70,2021-04-20,420,686,1598.82,671503.33,61.2,1.122,Tuesday,4,2021
6654d146e2a0180a,2021-04-22,509,996,1565.63,796905.48,51.1,1.122,Thursday,4,2021
6654d146e2a0180a,2021-04-23,887,996,1766.47,1566860.63,89.1,1.122,Friday,4,2021
cfe603ecf84ca199,2021-04-24,1984,1984,898.73,1783071.33,100.0,1.459,Saturday,4,2021
f10ba6f1ebd530a4,2021-04-25,763,1151,1617.46,1234119.17,66.3,1.459,Sunday,4,2021
6654d146e2a0180a,2021-04-27,830,996,1305.99,1083972.88,83.3,1.122,Tuesday,4,2021
f48605ea51e41b4c,2021-04-29,312,663,917.93,286393.52,47.1,1.122,Thursday,4,2021
4672518ff5f66c70,2021-04-30,665,686,1365.04,907748.94,96.9,1.122,Friday,4,2021
07acd16b556dd864,2021-04-30,233,297,927.7,216154.92,78.5,1.122,Friday,4,2021
4672518ff5f66c70,2021-05-01,686,686,1544.74,1059692.04,100.0,1.591,Saturday,5,2021
7a20e52829bd846d,2021-05-01,1805,1805,420.79,759518.94,100.0,1.591,Saturday,5,2021
07acd16b556dd864,2021-05-02,208,297,1183.25,246116.83,70.0,1.591,Sunday,5,2021
6654d146e2a0180a,2021-05-03,556,996,1632.34,907580.62,55.8,1.224,Monday,5,2021
4d3c3e21704186d6,2021-05-13,1394,1786,440.11,613512.1,78.1,1.224,Thursday,5,2021
6654d146e2a0180a,2021-05-16,592,996,1922.16,1137918.06,59.4,1.591,Sunday,5,2021
f48605ea51e41b4c,2021-05-20,412,663,1057.19,435562.15,62.1,1.224,Thursday,5,2021
7a20e52829bd846d,2021-05-20,1805,1805,384.5,694020.24,100.0,1.224,Thursday,5,2021
37d0d111f3b188d5,2021-05-22,547,1029,503.17,275235.54,53.2,1.591,Saturday,5,2021
d6b81da7ff177362,2021-05-25,256,302,961.48,246137.87,84.8,1.224,Tuesday,5,2021
07acd16b556dd864,2021-05-27,297,297,793.04,235532.53,100.0,1.224,Thursday,5,2021
b696fa66076665dc,2021-05-27,522,584,659.72,344373.72,89.4,1.224,Thursday,5,2021
6654d146e2a0180a,2021-05-28,447,996,1654.8,739696.25,44.9,1.224,Friday,5,2021
07acd16b556dd864,2021-05-29,286,297,1177.61,336797.08,96.3,1.591,Saturday,5,2021
f48605ea51e41b4c,2021-05-31,346,663,967.75,334842.97,52.2,1.224,Monday,5,2021
d6b81da7ff177362,2021-06-01,302,302,1050.57,317272.28,100.0,1.632,Tuesday,6,2021
4d3c3e21704186d6,2021-06-01,1786,1786,509.85,910594.9,100.0,1.632,Tuesday,6,2021
37d0d111f3b188d5,2021-06-01,1029,1029,654.5,673484.15,100.0,1.632,Tuesday,6,2021
b696fa66076665dc,2021-06-02,397,584,889.58,353164.12,68.0,1.632,Wednesday,6,2021
f48605ea51e41b4c,2021-06-04,663,663,1065.9,706690.19,100.0,1.632,Friday,6,2021
7a20e52829bd846d,2021-06-05,1587,1805,504.18,800141.27,87.9,2.122,Saturday,6,2021
f10ba6f1ebd530a4,2021-06-05,1151,1151,2428.68,2795406.0,100.0,2.122,Saturday,6,2021
039159df8a511e8a,2021-06-05,1804,1804,773.62,1395603.43,100.0,2.122,Saturday,6,2021
7a20e52829bd846d,2021-06-08,1805,1805,550.23,993163.07,100.0,1.632,Tuesday,6,2021
039159df8a511e8a,2021-06-08,1804,1804,653.1,1178191.53,100.0,1.632,Tuesday,6,2021
d6b81da7ff177362,2021-06-09,237,302,819.26,194163.63,78.5,1.632,Wednesday,6,2021
37d0d111f3b188d5,2021-06-09,1029,1029,596.65,613956.86,100.0,1.632,Wednesday,6,2021
f48605ea51e41b4c,2021-06-11,663,663,1417.53,939823.12,100.0,1.632,Friday,6,2021
6654d146e2a0180a,2021-06-13,996,996,2204.6,2195784.28,100.0,2.122,Sunday,6,2021
4d3c3e21704186d6,2021-06-14,1786,1786,504.5,901029.75,100.0,1.632,Monday,6,2021
37d0d111f3b188d5,2021-06-15,901,1029,444.99,400933.24,87.6,1.632,Tuesday,6,2021
7a20e52829bd846d,2021-06-16,1805,1805,560.33,1011394.59,100.0,1.632,Wednesday,6,2021
d6b81da7ff177362,2021-06-17,186,302,1034.7,192454.15,61.6,1.632,Thursday,6,2021
4672518ff5f66c70,2021-06-18,686,686,2223.47,1525301.15,100.0,1.632,Friday,6,2021
f10ba6f1ebd530a4,2021-06-18,1151,1151,1691.23,1946610.49,100.0,1.632,Friday,6,2021
07acd16b556dd864,2021-06-20,221,297,1414.25,312548.86,74.4,2.122,Sunday,6,2021
37d0d111f3b188d5,2021-06-22,1029,1029,634.81,653219.5,100.0,1.632,Tuesday,6,2021
f48605ea51e41b4c,2021-06-23,408,663,1159.21,472958.73,61.5,1.632,Wednesday,6,2021
f10ba6f1ebd530a4,2021-06-24,831,1151,2089.26,1736177.29,72.2,1.632,Thursday,6,2021
d6b81da7ff177362,2021-06-25,302,302,1104.39,333525.68,100.0,1.632,Friday,6,2021
6654d146e2a0180a,2021-06-26,996,996,2312.88,2303633.22,100.0,2.122,Saturday,6,2021
d6b81da7ff177362,2021-06-27,302,302,1034.96,312558.81,100.0,2.122,Sunday,6,2021
f48605ea51e41b4c,2021-06-29,461,663,1443.08,665259.64,69.5,1.632,Tuesday,6,2021
6654d146e2a0180a,2021-07-03,996,996,2326.54,2317234.06,100.0,2.387,Saturday,7,2021
4d3c3e21704186d6,2021-07-04,1786,1786,675.95,1207241.95,100.0,2.387,Sunday,7,2021
039159df8a511e8a,2021-07-06,1020,1804,702.39,716438.06,56.5,1.836,Tuesday,7,2021
cfe603ecf84ca199,2021-07-07,1964,1984,1082.92,2126864.04,99.0,1.836,Wednesday,7,2021
4672518ff5f66c70,2021-07-08,686,686,2247.25,1541610.5,100.0,1.836,Thursday,7,2021
d6b81da7ff177362,2021-07-08,200,302,916.15,183229.9,66.2,1.836,Thursday,7,2021
07acd16b556dd864,2021-07-09,297,297,1284.4,381466.82,100.0,1.836,Friday,7,2021
039159df8a511e8a,2021-07-12,1804,1804,645.58,1164630.76,100.0,1.836,Monday,7,2021
7a20e52829bd846d,2021-07-13,1004,1805,530.63,532753.58,55.6,1.836,Tuesday,7,2021
f10ba6f1ebd530a4,2021-07-13,1147,1151,1964.45,2253228.6,99.7,1.836,Tuesday,7,2021
cfe603ecf84ca199,2021-07-14,1984,1984,981.99,1948264.31,100.0,1.836,Wednesday,7,2021
37d0d111f3b188d5,2021-07-14,1029,1029,535.03,550548.77,100.0,1.836,Wednesday,7,2021
d6b81da7ff177362,2021-07-16,302,302,987.66,298273.25,100.0,1.836,Friday,7,2021
6654d146e2a0180a,2021-07-17,885,996,1964.67,1738731.14,88.9,2.387,Saturday,7,2021
4d3c3e21704186d6,2021-07-19,1786,1786,568.79,1015861.66,100.0,1.836,Monday,7,2021
f48605ea51e41b4c,2021-07-19,437,663,1566.16,684412.32,65.9,1.836,Monday,7,2021
37d0d111f3b188d5,2021-07-20,1029,1029,693.34,713442.84,100.0,1.836,Tuesday,7,2021
cfe603ecf84ca199,2021-07-21,1984,1984,1057.84,2098747.81,100.0,1.836,Wednesday,7,2021
f10ba6f1ebd530a4,2021-07-22,1151,1151,1751.74,2016248.01,100.0,1.836,Thursday,7,2021
4672518ff5f66c70,2021-07-23,407,686,2323.23,945554.62,59.3,1.836,Friday,7,2021
039159df8a511e8a,2021-07-23,1804,1804,753.14,1358672.36,100.0,1.836,Friday,7,2021
b696fa66076665dc,2021-07-24,584,584,1171.41,684103.81,100.0,2.387,Saturday,7,2021
f10ba6f1ebd530a4,2021-07-26,1151,1151,1761.62,2027620.95,100.0,1.836,Monday,7,2021
4672518ff5f66c70,2021-07-28,686,686,2338.58,1604263.5,100.0,1.836,Wednesday,7,2021
f48605ea51e41b4c,2021-07-28,663,663,1386.92,919527.35,100.0,1.836,Wednesday,7,2021
f10ba6f1ebd530a4,2021-07-30,1151,1151,1859.05,2139762.75,100.0,1.836,Friday,7,2021
07acd16b556dd864,2021-07-31,297,297,1559.88,463285.12,100.0,2.387,Saturday,7,2021
b696fa66076665dc,2021-07-31,584,584,1161.72,678443.07,100.0,2.387,Saturday,7,2021
4672518ff5f66c70,2021-08-01,686,686,1882.35,1291294.3,100.0,2.254,Sunday,8,2021
d6b81da7ff177362,2021-08-01,302,302,1101.01,332504.96,100.0,2.254,Sunday,8,2021
4d3c3e21704186d6,2021-08-02,1786,1786,630.9,1126791.45,100.0,1.734,Monday,8,2021
07acd16b556dd864,2021-08-02,216,297,1155.92,249679.23,72.7,1.734,Monday,8,2021
07acd16b556dd864,2021-08-03,297,297,1259.31,374014.59,100.0,1.734,Tuesday,8,2021
cfe603ecf84ca199,2021-08-03,1289,1984,766.67,988234.59,65.0,1.734,Tuesday,8,2021
4d3c3e21704186d6,2021-08-04,1786,1786,699.07,1248547.48,100.0,1.734,Wednesday,8,2021
37d0d111f3b188d5,2021-08-06,1029,1029,540.9,556581.79,100.0,1.734,Friday,8,2021
f48605ea51e41b4c,2021-08-07,663,663,1322.61,876888.28,100.0,2.254,Saturday,8,2021
b696fa66076665dc,2021-08-07,584,584,1147.26,669999.38,100.0,2.254,Saturday,8,2021
f10ba6f1ebd530a4,2021-08-08,1151,1151,2031.66,2338436.75,100.0,2.254,Sunday,8,2021
b696fa66076665dc,2021-08-08,584,584,1007.1,588145.94,100.0,2.254,Sunday,8,2021
039159df8a511e8a,2021-08-11,1804,1804,831.71,1500410.65,100.0,1.734,Wednesday,8,2021
4672518ff5f66c70,2021-08-11,370,686,1583.86,586026.67,53.9,1.734,Wednesday,8,2021
7a20e52829bd846d,2021-08-12,1805,1805,494.95,893387.57,100.0,1.734,Thursday,8,2021
f10ba6f1ebd530a4,2021-08-14,1151,1151,2249.76,2589471.84,100.0,2.254,Saturday,8,2021
4672518ff5f66c70,2021-08-18,686,686,2145.22,1471619.46,100.0,1.734,Wednesday,8,2021
6654d146e2a0180a,2021-08-18,996,996,2363.93,2354478.42,100.0,1.734,Wednesday,8,2021
d6b81da7ff177362,2021-08-18,181,302,1046.34,189387.18,59.9,1.734,Wednesday,8,2021
7a20e52829bd846d,2021-08-19,1009,1805,549.45,554392.86,55.9,1.734,Thursday,8,2021
4d3c3e21704186d6,2021-08-22,1320,1786,897.28,1184406.21,73.9,2.254,Sunday,8,2021
07acd16b556dd864,2021-08-24,297,297,1151.26,341922.98,100.0,1.734,Tuesday,8,2021
f10ba6f1ebd530a4,2021-08-24,642,1151,1998.6,1283099.1,55.8,1.734,Tuesday,8,2021
b696fa66076665dc,2021-08-25,584,584,711.45,415486.11,100.0,1.734,Wednesday,8,2021
4672518ff5f66c70,2021-08-26,507,686,2091.4,1060340.43,73.9,1.734,Thursday,8,2021
4d3c3e21704186d6,2021-08-27,1786,1786,518.99,926911.91,100.0,1.734,Friday,8,2021
07acd16b556dd864,2021-08-30,297,297,1215.23,360924.71,100.0,1.734,Monday,8,2021
6654d146e2a0180a,2021-08-31,743,996,1689.24,1255103.68,74.6,1.734,Tuesday,8,2021
d6b81da7ff177362,2021-09-01,184,302,1007.38,185357.76,60.9,1.326,Wednesday,9,2021
b696fa66076665dc,2021-09-01,288,584,673.36,193927.88,49.3,1.326,Wednesday,9,2021
f48605ea51e41b4c,2021-09-04,429,663,1362.38,584459.88,64.7,1.724,Saturday,9,2021
4d3c3e21704186d6,2021-09-05,1786,1786,589.73,1053263.81,100.0,1.724,Sunday,9,2021
d6b81da7ff177362,2021-09-06,204,302,801.04,163413.13,67.5,1.326,Monday,9,2021
f48605ea51e41b4c,2021-09-07,521,663,1244.71,648495.64,78.6,1.326,Tuesday,9,2021
039159df8a511e8a,2021-09-08,1730,1804,544.87,942616.5,95.9,1.326,Wednesday,9,2021
d6b81da7ff177362,2021-09-08,210,302,908.64,190813.51,69.5,1.326,Wednesday,9,2021
d6b81da7ff177362,2021-09-09,302,302,1015.41,306653.86,100.0,1.326,Thursday,9,2021
37d0d111f3b188d5,2021-09-09,1029,1029,470.32,483960.43,100.0,1.326,Thursday,9,2021
4672518ff5f66c70,2021-09-12,686,686,2257.99,1548983.34,100.0,1.724,Sunday,9,2021
07acd16b556dd864,2021-09-12,297,297,1053.09,312767.36,100.0,1.724,Sunday,9,2021
d6b81da7ff177362,2021-09-18,170,302,1044.93,177638.37,56.3,1.724,Saturday,9,2021
4672518ff5f66c70,2021-09-19,677,686,2254.22,1526110.14,98.7,1.724,Sunday,9,2021
f10ba6f1ebd530a4,2021-09-20,669,1151,1274.88,852895.41,58.1,1.326,Monday,9,2021
f10ba6f1ebd530a4,2021-09-21,871,1151,1823.05,1587874.72,75.7,1.326,Tuesday,9,2021
d6b81da7ff177362,2021-09-22,302,302,718.4,216955.79,100.0,1.326,Wednesday,9,2021
7a20e52829bd846d,2021-09-23,1805,1805,449.57,811466.33,100.0,1.326,Thursday,9,2021
6654d146e2a0180a,2021-09-25,900,996,1789.57,1610615.48,90.4,1.724,Saturday,9,2021
f10ba6f1ebd530a4,2021-09-26,1151,1151,1956.07,2251438.81,100.0,1.724,Sunday,9,2021
f48605ea51e41b4c,2021-09-27,663,663,963.95,639101.41,100.0,1.326,Monday,9,2021
4d3c3e21704186d6,2021-09-28,1786,1786,521.05,930593.18,100.0,1.326,Tuesday,9,2021
37d0d111f3b188d5,2021-10-03,1029,1029,515.08,530021.71,100.0,1.459,Sunday,10,2021
f10ba6f1ebd530a4,2021-10-03,1151,1151,1733.38,1995120.31,100.0,1.459,Sunday,10,2021
7a20e52829bd846d,2021-10-05,638,1805,447.61,285577.97,35.3,1.122,Tuesday,10,2021
b696fa66076665dc,2021-10-08,305,584,520.27,158682.96,52.2,1.122,Friday,10,2021
4d3c3e21704186d6,2021-10-10,954,1786,672.59,641652.12,53.4,1.459,Sunday,10,2021
4672518ff5f66c70,2021-10-10,686,686,1438.72,986959.78,100.0,1.459,Sunday,10,2021
6654d146e2a0180a,2021-10-11,830,996,1357.02,1126330.3,83.3,1.122,Monday,10,2021
d6b81da7ff177362,2021-10-12,300,302,935.48,280645.06,99.3,1.122,Tuesday,10,2021
039159df8a511e8a,2021-10-12,1028,1804,524.73,539426.65,57.0,1.122,Tuesday,10,2021
37d0d111f3b188d5,2021-10-16,1029,1029,409.43,421308.22,100.0,1.459,Saturday,10,2021
4d3c3e21704186d6,2021-10-21,832,1786,546.81,454947.22,46.6,1.122,Thursday,10,2021
f10ba6f1ebd530a4,2021-10-22,490,1151,1215.13,595415.71,42.6,1.122,Friday,10,2021
b696fa66076665dc,2021-10-23,359,584,712.58,255817.06,61.5,1.459,Saturday,10,2021
f10ba6f1ebd530a4,2021-10-24,1151,1151,1950.64,2245192.33,100.0,1.459,Sunday,10,2021
b696fa66076665dc,2021-10-24,538,584,740.36,398313.59,92.1,1.459,Sunday,10,2021
37d0d111f3b188d5,2021-10-28,376,1029,411.94,154890.96,36.5,1.122,Thursday,10,2021
7a20e52829bd846d,2021-10-31,1078,1805,513.71,553778.57,59.7,1.459,Sunday,10,2021
6654d146e2a0180a,2021-10-31,500,996,2127.28,1063638.69,50.2,1.459,Sunday,10,2021
4d3c3e21704186d6,2021-11-03,919,1786,383.41,352352.81,51.5,0.918,Wednesday,11,2021
37d0d111f3b188d5,2021-11-07,1029,1029,513.11,527989.43,100.0,1.193,Sunday,11,2021
b696fa66076665dc,2021-11-09,393,584,673.14,264544.11,67.3,0.918,Tuesday,11,2021
07acd16b556dd864,2021-11-13,297,297,904.58,268661.43,100.0,1.193,Saturday,11,2021
d6b81da7ff177362,2021-11-14,139,302,867.01,120514.74,46.0,1.193,Sunday,11,2021
b696fa66076665dc,2021-11-16,400,584,623.08,249232.29,68.5,0.918,Tuesday,11,2021
b696fa66076665dc,2021-11-18,172,584,688.2,118370.32,29.5,0.918,Thursday,11,2021
37d0d111f3b188d5,2021-11-19,559,1029,330.34,184662.6,54.3,0.918,Friday,11,2021
6654d146e2a0180a,2021-11-20,489,996,1683.9,823427.69,49.1,1.193,Saturday,11,2021
7a20e52829bd846d,2021-11-20,1377,1805,337.11,464207.15,76.3,1.193,Saturday,11,2021
b696fa66076665dc,2021-11-20,288,584,535.91,154342.18,49.3,1.193,Saturday,11,2021
b696fa66076665dc,2021-11-25,306,584,629.54,192638.29,52.4,0.918,Thursday,11,2021
4d3c3e21704186d6,2021-11-26,1204,1786,421.93,508007.7,67.4,0.918,Friday,11,2021
7a20e52829bd846d,2021-11-26,612,1805,279.4,170995.52,33.9,0.918,Friday,11,2021
f10ba6f1ebd530a4,2021-11-26,907,1151,1378.07,1249909.36,78.8,0.918,Friday,11,2021
d6b81da7ff177362,2021-11-30,184,302,851.08,156598.46,60.9,0.918,Tuesday,11,2021
4d3c3e21704186d6,2021-12-01,1786,1786,679.63,1213822.15,100.0,1.428,Wednesday,12,2021
b696fa66076665dc,2021-12-05,584,584,697.47,407321.82,100.0,1.856,Sunday,12,2021
07acd16b556dd864,2021-12-06,271,297,988.9,267990.8,91.2,1.428,Monday,12,2021
039159df8a511e8a,2021-12-06,1804,1804,665.19,1200003.24,100.0,1.428,Monday,12,2021
7a20e52829bd846d,2021-12-07,1805,1805,485.24,875857.32,100.0,1.428,Tuesday,12,2021
37d0d111f3b188d5,2021-12-09,529,1029,577.45,305472.95,51.4,1.428,Thursday,12,2021
f10ba6f1ebd530a4,2021-12-10,1141,1151,1945.5,2219818.48,99.1,1.428,Friday,12,2021
37d0d111f3b188d5,2021-12-11,1029,1029,661.72,680906.1,100.0,1.856,Saturday,12,2021
f48605ea51e41b4c,2021-12-11,645,663,1559.82,1006083.11,97.3,1.856,Saturday,12,2021
7a20e52829bd846d,2021-12-11,1805,1805,487.8,880471.57,100.0,1.856,Saturday,12,2021
4d3c3e21704186d6,2021-12-13,1763,1786,593.75,1046783.22,98.7,1.428,Monday,12,2021
7a20e52829bd846d,2021-12-17,1352,1805,453.94,613727.31,74.9,1.428,Friday,12,2021
37d0d111f3b188d5,2021-12-17,505,1029,483.64,244240.24,49.1,1.428,Friday,12,2021
37d0d111f3b188d5,2021-12-24,1029,1029,483.33,497345.12,100.0,1.428,Friday,12,2021
b696fa66076665dc,2021-12-25,584,584,978.5,571446.84,100.0,1.856,Saturday,12,2021
07acd16b556dd864,2021-12-29,297,297,935.82,277938.53,100.0,1.428,Wednesday,12,2021
039159df8a511e8a,2021-12-30,1804,1804,615.58,1110511.29,100.0,1.428,Thursday,12,2021
4672518ff5f66c70,2021-12-30,686,686,1693.37,1161651.8,100.0,1.428,Thursday,12,2021
f48605ea51e41b4c,2021-12-30,663,663,1052.32,697690.47,100.0,1.428,Thursday,12,2021
039159df8a511e8a,2022-01-03,993,1804,524.44,520764.18,55.0,0.832,Monday,1,2022
b696fa66076665dc,2022-01-04,151,584,637.54,96268.75,25.9,0.832,Tuesday,1,2022
b696fa66076665dc,2022-01-07,235,584,492.0,115620.08,40.2,0.832,Friday,1,2022
4672518ff5f66c70,2022-01-12,469,686,1114.88,522878.51,68.4,0.832,Wednesday,1,2022
4672518ff5f66c70,2022-01-13,412,686,1517.84,625348.94,60.1,0.832,Thursday,1,2022
07acd16b556dd864,2022-01-14,84,297,653.39,54884.35,28.3,0.832,Friday,1,2022
7a20e52829bd846d,2022-01-15,1535,1805,418.05,641699.59,85.0,1.082,Saturday,1,2022
039159df8a511e8a,2022-01-17,835,1804,393.02,328169.43,46.3,0.832,Monday,1,2022
f48605ea51e41b4c,2022-01-22,377,663,906.88,341894.91,56.9,1.082,Saturday,1,2022
37d0d111f3b188d5,2022-01-23,477,1029,416.93,198875.24,46.4,1.082,Sunday,1,2022
f10ba6f1ebd530a4,2022-01-23,780,1151,1115.38,869996.13,67.8,1.082,Sunday,1,2022
37d0d111f3b188d5,2022-01-24,713,1029,380.14,271042.07,69.3,0.832,Monday,1,2022
d6b81da7ff177362,2022-01-29,269,302,692.34,186240.62,89.1,1.082,Saturday,1,2022
cfe603ecf84ca199,2022-01-30,1196,1984,642.28,768161.28,60.3,1.082,Sunday,1,2022
4d3c3e21704186d6,2022-01-30,1062,1786,403.94,428983.62,59.5,1.082,Sunday,1,2022
7a20e52829bd846d,2022-02-03,468,1805,330.1,154486.27,25.9,0.728,Thursday,2,2022
f48605ea51e41b4c,2022-02-07,229,663,744.56,170504.94,34.5,0.728,Monday,2,2022
d6b81da7ff177362,2022-02-15,68,302,664.71,45200.48,22.5,0.728,Tuesday,2,2022
4672518ff5f66c70,2022-02-15,221,686,1386.75,306471.44,32.2,0.728,Tuesday,2,2022
cfe603ecf84ca199,2022-02-16,1242,1984,622.17,772728.97,62.6,0.728,Wednesday,2,2022
d6b81da7ff177362,2022-02-23,121,302,698.5,84518.21,40.1,0.728,Wednesday,2,2022
7a20e52829bd846d,2022-02-25,723,1805,365.11,263975.17,40.1,0.728,Friday,2,2022
cfe603ecf84ca199,2022-03-10,1532,1984,623.23,954791.31,77.2,0.936,Thursday,3,2022
cfe603ecf84ca199,2022-03-11,1115,1984,666.58,743238.89,56.2,0.936,Friday,3,2022
4672518ff5f66c70,2022-03-12,357,686,1328.15,474149.22,52.0,1.217,Saturday,3,2022
b696fa66076665dc,2022-03-17,447,584,491.51,219705.19,76.5,0.936,Thursday,3,2022
039159df8a511e8a,2022-03-17,553,1804,396.66,219354.93,30.7,0.936,Thursday,3,2022
f48605ea51e41b4c,2022-03-19,340,663,1012.67,344307.62,51.3,1.217,Saturday,3,2022
6654d146e2a0180a,2022-03-19,420,996,1555.23,653195.92,42.2,1.217,Saturday,3,2022
07acd16b556dd864,2022-03-21,179,297,796.67,142604.37,60.3,0.936,Monday,3,2022
4672518ff5f66c70,2022-03-23,533,686,1577.03,840556.45,77.7,0.936,Wednesday,3,2022
37d0d111f3b188d5,2022-03-27,517,1029,511.43,264410.78,50.2,1.217,Sunday,3,2022
d6b81da7ff177362,2022-03-27,229,302,676.79,154985.9,75.8,1.217,Sunday,3,2022
b696fa66076665dc,2022-03-31,331,584,642.49,212662.91,56.7,0.936,Thursday,3,2022
4672518ff5f66c70,2022-04-02,502,686,2061.96,1035102.73,73.2,1.487,Saturday,4,2022
039159df8a511e8a,2022-04-04,1597,1804,530.98,847977.84,88.5,1.144,Monday,4,2022
f10ba6f1ebd530a4,2022-04-05,549,1151,1149.85,631266.94,47.7,1.144,Tuesday,4,2022
cfe603ecf84ca199,2022-04-05,807,1984,711.36,574068.12,40.7,1.144,Tuesday,4,2022
07acd16b556dd864,2022-04-06,238,297,837.55,199336.82,80.1,1.144,Wednesday,4,2022
4672518ff5f66c70,2022-04-10,457,686,1986.87,907998.32,66.6,1.487,Sunday,4,2022
f10ba6f1ebd530a4,2022-04-12,1149,1151,1520.5,1747052.23,99.8,1.144,Tuesday,4,2022
37d0d111f3b188d5,2022-04-13,1010,1029,502.4,507427.99,98.2,1.144,Wednesday,4,2022
f10ba6f1ebd530a4,2022-04-15,1133,1151,1346.91,1526051.16,98.4,1.144,Friday,4,2022
f10ba6f1ebd530a4,2022-04-17,1147,1151,1676.44,1922882.39,99.7,1.487,Sunday,4,2022
f48605ea51e41b4c,2022-04-20,238,663,1024.87,243919.41,35.9,1.144,Wednesday,4,2022
07acd16b556dd864,2022-04-21,266,297,790.91,210381.55,89.6,1.144,Thursday,4,2022
7a20e52829bd846d,2022-04-21,685,1805,451.63,309365.26,38.0,1.144,Thursday,4,2022
6654d146e2a0180a,2022-04-21,539,996,1650.64,889695.66,54.1,1.144,Thursday,4,2022
7a20e52829bd846d,2022-04-24,1319,1805,522.42,689072.9,73.1,1.487,Sunday,4,2022
4d3c3e21704186d6,2022-04-24,1273,1786,689.19,877338.53,71.3,1.487,Sunday,4,2022
039159df8a511e8a,2022-04-28,1625,1804,504.23,819371.22,90.1,1.144,Thursday,4,2022
f48605ea51e41b4c,2022-05-04,436,663,1229.21,535937.3,65.8,1.248,Wednesday,5,2022
7a20e52829bd846d,2022-05-05,799,1805,416.54,332814.69,44.3,1.248,Thursday,5,2022
07acd16b556dd864,2022-05-06,297,297,903.05,268204.87,100.0,1.248,Friday,5,2022
f48605ea51e41b4c,2022-05-10,530,663,1163.43,616616.79,79.9,1.248,Tuesday,5,2022
cfe603ecf84ca199,2022-05-13,1358,1984,580.39,788166.83,68.4,1.248,Friday,5,2022
039159df8a511e8a,2022-05-13,1612,1804,497.83,802504.52,89.4,1.248,Friday,5,2022
7a20e52829bd846d,2022-05-14,1805,1805,555.33,1002378.81,100.0,1.622,Saturday,5,2022
d6b81da7ff177362,2022-05-14,257,302,818.66,210395.06,85.1,1.622,Saturday,5,2022
07acd16b556dd864,2022-05-17,296,297,968.52,286681.23,99.7,1.248,Tuesday,5,2022
4d3c3e21704186d6,2022-05-18,1202,1786,628.42,755360.38,67.3,1.248,Wednesday,5,2022
4672518ff5f66c70,2022-05-20,529,686,1464.84,774902.96,77.1,1.248,Friday,5,2022
37d0d111f3b188d5,2022-05-21,668,1029,589.8,393984.25,64.9,1.622,Saturday,5,2022
d6b81da7ff177362,2022-05-24,218,302,953.85,207938.5,72.2,1.248,Tuesday,5,2022
cfe603ecf84ca199,2022-05-25,1094,1984,705.17,771451.92,55.1,1.248,Wednesday,5,2022
37d0d111f3b188d5,2022-05-26,599,1029,396.86,237721.03,58.2,1.248,Thursday,5,2022
d6b81da7ff177362,2022-05-28,259,302,791.0,204869.1,85.8,1.622,Saturday,5,2022
4d3c3e21704186d6,2022-05-29,1010,1786,644.99,651437.35,56.6,1.622,Sunday,5,2022
f48605ea51e41b4c,2022-05-29,335,663,1446.94,484726.53,50.5,1.622,Sunday,5,2022
07acd16b556dd864,2022-05-30,261,297,787.17,205452.62,87.9,1.248,Monday,5,2022
f48605ea51e41b4c,2022-06-04,663,663,1493.26,990033.79,100.0,2.163,Saturday,6,2022
37d0d111f3b188d5,2022-06-05,1029,1029,690.79,710820.76,100.0,2.163,Sunday,6,2022
039159df8a511e8a,2022-06-05,1804,1804,692.63,1249510.11,100.0,2.163,Sunday,6,2022
4d3c3e21704186d6,2022-06-06,1129,1786,669.99,756421.3,63.2,1.664,Monday,6,2022
cfe603ecf84ca199,2022-06-07,1984,1984,767.58,1522873.78,100.0,1.664,Tuesday,6,2022
4672518ff5f66c70,2022-06-08,686,686,2173.59,1491083.61,100.0,1.664,Wednesday,6,2022
37d0d111f3b188d5,2022-06-10,883,1029,652.98,576584.74,85.8,1.664,Friday,6,2022
d6b81da7ff177362,2022-06-10,302,302,1100.13,332238.48,100.0,1.664,Friday,6,2022
cfe603ecf84ca199,2022-06-11,1984,1984,1117.67,2217464.43,100.0,2.163,Saturday,6,2022
7a20e52829bd846d,2022-06-12,1805,1805,466.83,842620.52,100.0,2.163,Sunday,6,2022
f10ba6f1ebd530a4,2022-06-13,1151,1151,2100.44,2417602.35,100.0,1.664,Monday,6,2022
d6b81da7ff177362,2022-06-13,275,302,832.16,228845.11,91.1,1.664,Monday,6,2022
f48605ea51e41b4c,2022-06-16,526,663,1362.14,716484.1,79.3,1.664,Thursday,6,2022
7a20e52829bd846d,2022-06-16,1053,1805,566.49,596518.52,58.3,1.664,Thursday,6,2022
6654d146e2a0180a,2022-06-16,996,996,1614.46,1608001.58,100.0,1.664,Thursday,6,2022
cfe603ecf84ca199,2022-06-17,1984,1984,727.01,1442393.71,100.0,1.664,Friday,6,2022
07acd16b556dd864,2022-06-19,297,297,1021.24,303308.73,100.0,2.163,Sunday,6,2022
07acd16b556dd864,2022-06-23,297,297,958.15,284571.2,100.0,1.664,Thursday,6,2022
